V0,V1,V2,V3,V4,V5,V6,V7
0.9874641225457862,0.4935025210373417,0.9205305388789832,1.0,0.5000386891436379,0.5141565048369463,0.5097389537372149,0.4999326110842632
0.9874641225457862,0.4935025210373417,0.9205305388789832,1.0,0.5000386123427855,0.5141559639406609,0.5097389349245668,0.4999321577032678
0.9874641225454144,0.493502521035273,0.9205305388789384,0.9999999999984605,0.5000386123427855,0.5141559639406609,0.5097389349245668,0.4999321577032678
0.9874641225450425,0.4935025210332043,0.920530538878894,0.9999999999969208,0.5000385355419329,0.5141554230443753,0.5097389161119186,0.4999317043222724
0.9874641225446704,0.4935025210311357,0.9205305388788494,0.9999999999953813,0.5000385355419329,0.5141554230443754,0.5097389161119186,0.4999317043222724
0.987463917300724,0.4935013794658898,0.9205305143341012,0.9999991503615788,0.4999580035763848,0.5135882539503751,0.509719188980384,0.4994563013110698
0.9874639173007248,0.4935013794658933,0.9205305143341044,0.9999991503615764,0.4999580036527236,0.5135882544880124,0.5097191897988987,0.4994563008655987
0.9874633031196944,0.4934979634537268,0.9205304408853155,0.999996607916053,0.4998774680189105,0.5130210884405629,0.5096994609682259,0.4989808973504444
0.9874633031200836,0.4934979634558899,0.9205304408873513,0.999996607914462,0.4998774681715115,0.513021089515253,0.5096994626042483,0.4989808964601182
0.9874622799744344,0.493492273017271,0.9205303185302338,0.999992372652944,0.4997969253606091,0.5124539306282778,0.5096797320120248,0.4985054910491995
0.987462279975598,0.4934922730237437,0.9205303185363252,0.9999923726481826,0.4997969255132232,0.5124539317029506,0.509679733648035,0.4985054901588719
0.987433081428062,0.4933299807283468,0.9205268228135984,0.9998715761753608,0.4990455964934715,0.5071712883302384,0.5094956230132249,0.4940764281525916
0.9874330824404586,0.4933299863520838,0.920526828106491,0.99987157203756,0.499045602050461,0.5071713271247109,0.5094956821165588,0.4940763959629721
0.9874521752344247,0.493436086339409,0.9205291097636468,0.99995055319927,0.4994228982632467,0.5098217319986761,0.5095880969745484,0.4962989154353103
0.9874521753179464,0.4934360868037273,0.9205291102006172,0.9999505528576876,0.4994228996351419,0.5098217416409531,0.5095881116558358,0.4962989074442491
0.9874609641630796,0.493484955211606,0.9205301611810658,0.9999869261245458,0.4997221503420035,0.5119274636628264,0.5096614164993071,0.4980641816076708
0.9874609641639848,0.49348495521664,0.920530161185803,0.999986926120843,0.4997221503968059,0.5119274640486571,0.5096614170866784,0.4980641812880149
0.9874592958624272,0.4934756776312985,0.9205299616816438,0.9999800208941996,0.4996473632053514,0.5114010089710985,0.5096430982503674,0.4976228688267535
0.9874592958625394,0.4934756776319235,0.920529961682232,0.9999800208937396,0.4996473631505542,0.5114010085852349,0.5096430976629469,0.4976228691464359
0.9874572750064964,0.493464440315671,0.9205297200138582,0.9999716569582164,0.4995725608964537,0.5108745680970961,0.5096247745557224,0.4971815530408488
0.9874572750069543,0.4934644403182179,0.920529720016255,0.999971656956343,0.4995725608964591,0.5108745680970718,0.5096247745556883,0.4971815530408658
0.9874549015196784,0.493451243336299,0.9205294361783064,0.9999618342945176,0.4994977407677921,0.5103481454460129,0.5096064470613454,0.4967402322142304
0.987454901520158,0.4934512433389654,0.9205294361808158,0.999961834292556,0.4994977407677986,0.5103481454459833,0.5096064470613028,0.4967402322142523
0.9874490962726614,0.4934189706662549,0.9205287419420772,0.9999378127270144,0.4993480354217684,0.5092953651040815,0.5095697760975643,0.4958575733703749
0.9874490962749638,0.4934189706790527,0.920528741954121,0.9999378127175996,0.4993480354218078,0.5092953651038953,0.5095697760972981,0.4958575733705109
0.987441879237785,0.4933788603594911,0.9205278789007776,0.9999079559998706,0.4991982241874318,0.5082426904606432,0.5095330791446142,0.4949748865624235
0.9874418792366328,0.4933788603530888,0.920527878894752,0.9999079560045816,0.4991982241873854,0.5082426904605984,0.5095330791444872,0.494974886562526
0.9874332493003096,0.4933309132411119,0.9205268468775214,0.9998722639428812,0.4990482841483405,0.5071901444250949,0.5094963505789588,0.4940921657413836
0.9874332492991568,0.4933309132347087,0.9205268468714942,0.999872263947594,0.4990482841482861,0.5071901444250441,0.5094963505788099,0.494092165741505
0.9874232051401556,0.4932751303660088,0.9205256457252526,0.9998307363023212,0.4988981923991502,0.5061377499152602,0.5094595847793569,0.4932094048632537
0.9874232051401548,0.4932751303660037,0.9205256457252468,0.9998307363023264,0.4988981923991319,0.506137749915132,0.5094595847791186,0.4932094048634084
0.9874117452214994,0.4932115129604471,0.9205242752717218,0.9997833727840032,0.4987479260473786,0.5050855298594004,0.5094227761279106,0.492326597889631
0.9874117452214984,0.4932115129604411,0.9205242752717148,0.9997833727840096,0.4987479260473604,0.5050855298592728,0.5094227761276714,0.4923265978897872
0.9872187868332822,0.4921448285923993,0.9205011998664504,0.9989886734490114,0.4972306360972955,0.4945779794766867,0.509051100822958,0.483494669765691
0.987218786828146,0.4921448285641187,0.9205011998339396,0.9989886734793144,0.497230636049034,0.4945779791442828,0.5090511001627598,0.4834946702141411
0.9868809650450768,0.4902972974985765,0.9204608001700748,0.9976097790177764,0.4956708737511677,0.4841132347395078,0.5086690058719425,0.4746515625206957
0.9868809649910816,0.4902972972052701,0.9204607998281448,0.9976097793398642,0.4956708736836632,0.4841132343395243,0.5086690043760445,0.4746515638512216
0.986393217459466,0.4876729733591194,0.9204024698436152,0.995645757179461,0.4940462609518296,0.4737146420948773,0.5082710013498037,0.4657914601370602
0.986393217326055,0.4876729726480623,0.9204024689726066,0.9956457580288788,0.4940462612927706,0.4737146446024454,0.5082710032854031,0.465791460190346
0.9857483966159628,0.4842776636903306,0.9203253526539692,0.9930952984567724,0.4923349750007559,0.463406005912747,0.5078517452673174,0.4569087660454896
0.9857483964849096,0.4842776630085081,0.9203253516702848,0.9930952995129456,0.4923349754276951,0.4634060089689937,0.5078517460561254,0.4569087679022352
0.9849373315610976,0.4801189700027,0.9202283505760244,0.9899567324488002,0.4905159401632196,0.4532117239186463,0.5074060488457285,0.4479981855075696
0.9849373314641316,0.4801189695126078,0.9202283495743988,0.989956733688718,0.4905159407515058,0.4532117278889778,0.5074060493460514,0.44799818855025
0.983948907386379,0.4752063372324219,0.92011013113354,0.9862280498409776,0.4885690238611266,0.4431569450237304,0.5069289181642923,0.439054766049605
0.9839489073500332,0.4752063370547396,0.9201101301622316,0.9862280512856724,0.488569024669071,0.4431569501094752,0.5069289188502274,0.4390547699536107
0.9824392006619443,0.4680001624506765,0.919929546203087,0.9807163835193008,0.4859186528076428,0.4307888489278423,0.5062790271616073,0.4277895195868879
0.9824392007529448,0.4680001628749924,0.9199295443311128,0.9807163869421004,0.4859186549458328,0.4307888613242965,0.5062790289836119,0.4277895291388033
0.9806009140892658,0.4596538283435044,0.9197096016378868,0.9742683874253384,0.4830031514924752,0.4187346128841069,0.505563166751373,0.4164574323109428
0.9806009145045224,0.4596538301804364,0.9197096007844084,0.9742683903496228,0.4830031535176177,0.4187346231440904,0.5055631683807786,0.4164574403394906
0.978400871233444,0.4501992424308689,0.9194462388377324,0.9668782235797126,0.4797920557928518,0.4070507500539298,0.5047726682117605,0.4050514376511778
0.9784008719677578,0.4501992454986617,0.9194462412980028,0.9668782220214882,0.4797920546774812,0.4070507422087095,0.5047726667859325,0.4050514319337425
0.975802559168849,0.4396737336672085,0.919134913656392,0.9585394946308452,0.4762594750095357,0.3957969517615369,0.5038990631078758,0.3935653906760475
0.9758025598490928,0.4396737363411672,0.9191349145665716,0.9585394953614856,0.4762594752866976,0.3957969513494684,0.503899062795058,0.3935653909406676
0.9727667098012436,0.4281203653798552,0.9187705814128024,0.949245352081578,0.4723847986479186,0.3850364719445477,0.5029338634938867,0.3819940410842848
0.972766710684006,0.4281203686349639,0.9187705817259912,0.9492453543661132,0.4723847994947969,0.3850364736235471,0.5029338634304408,0.3819940434346945
0.9692519662172194,0.4155882752167725,0.9183477050576632,0.9389885318162314,0.4681534057127262,0.3748361973713273,0.5018682245291672,0.3703327740684648
0.969251967143161,0.4155882784119284,0.9183477053350346,0.9389885341663416,0.4681534063708834,0.3748361979410071,0.5018682241246919,0.3703327758509429
0.9652156353834636,0.40213301537268,0.9178602178413628,0.927761404713172,0.4635574516391911,0.3652667372739609,0.5006925488143084,0.3585774105084853
0.965215636385918,0.4021330186037338,0.9178602180644392,0.9277614072563573,0.4635574519579352,0.3652667361859034,0.5006925479301926,0.3585774113446303
0.959302887492989,0.3839102681820492,0.9171414853333734,0.9121763654591116,0.4572298152498797,0.3541938304597276,0.4990327516822715,0.3435840802569337
0.9593028899237817,0.3839102753553171,0.9171414857765008,0.9121763714176664,0.4572298148652972,0.3541938236015806,0.4990327487371673,0.3435840789952127
0.952402903541328,0.3644557930356925,0.9162939398019492,0.8950127974435175,0.4503398474387854,0.344403861518446,0.4971537333116462,0.3284258893792058
0.9524029093991738,0.3644558088369813,0.9162939407594548,0.8950128111795526,0.4503398442330399,0.3444038384470307,0.4971537253480078,0.3284258802741359
0.9444346922421516,0.3439304940116965,0.915300452500112,0.8762529827657783,0.4429317725735838,0.3360603981646644,0.4950226643480205,0.3130936866425586
0.9444346968697854,0.3439305054091799,0.915300452647234,0.8762529942339156,0.4429317640389838,0.3360603627140587,0.4950226554194675,0.3130936632336296
0.9353259200704492,0.3225147573417855,0.9141411833218464,0.8558781547114691,0.4350780349755171,0.3293301140892242,0.4925976396198605,0.2975770310734886
0.9353259235306396,0.3225147651167404,0.9141411829535048,0.8558781639346689,0.4350780196718549,0.3293300644756725,0.4925976303619487,0.2975769884618376
0.925017391073968,0.3004085837432204,0.9127928275007428,0.8338684009163524,0.4268826030513832,0.3243777041129799,0.4898249947653278,0.2818643076598114
0.9250173918177408,0.3004085852669985,0.9127928263737108,0.8338684051112503,0.4268825793543977,0.3243776414420964,0.4898249866454581,0.2818642403938778
0.9134679755197206,0.2778309395824869,0.9112276520464696,0.8102025632854248,0.4184839641662665,0.3213588576807559,0.4866364408335352,0.2659436314561699
